0,-90,90,0,0,0";
-10,-90,90,0,0,0";
-40,-90,90,0,0,0";
-50,-90,90,0,0,0";
-10,-90,90,0,0,0";
-50,-90,90,0,0,0";
0,-90,90,0,0,0";


0,-90,90,0,0,0";
60,-80,90,0,0,0";
50,-70,80,0,0,0";
40,-60,70,0,0,0";
30,-50,80,0,0,0";
40,-40,90,0,0,0";
50,-30,90,0,0,0";
0,-90,90,0,0,0";

42,-17,74,72,28,49";

68.971015599436,-71.86202172356656,57.0794768897926,61.146281108326335,29.790184899898673,73.20895560947169";
68.971015599436,-71,57,61,29,73";
